input,label
@user @user @user BITCH IM 8 INCHES! ,0
#IllegalAliens are in the USA illegally and they are alien to our soil. Hence the term #IllegalAlien ,0
@user @user I prefer to be a cunt than a jealous bitch xD ,0
#ONMYMAMMY HE A BITCH   Video: It Cannot Be: Armed Man Catfishes Teen Boys Online Then Rapes Them!… ,0
Whoever the last bitch you was fucking with tell her it's over 😝 ,0
Terribly disturbing. This is just 25 minutes in just one location where there's a continuous stream of illegals entering our country. #BuildThatWall ,0
When guys see a dude with Wine GOOD FOR YOU BRO!    when women see a dude with Wine AWWWWW Lucky Bitch 😂😂😂 ,0
@user @user has created the trend. Im gonna hashtag illegal aliens after every tweet or response. Even if unrelated. #illegalaliens ,0
"@user I'll always talk to you bitch. Weve been through a lot and when I can't handle life(you know me)I know I have you, hoe! ♥️ u ",0
@user Do you mean #illegalalien or #IllegalAliens or the legal definition of #IllegalAlien as defined by the federal government. ,0
"Yo whoever hacked my @user thru Facebook you a bitch , My SoundCloud gone for the moment 😞 ",0
"Bill Maher implores Al Franken to reenter politics, debate Donald Trump s the #RedShoeSociety ?!? #WWG1WGA #QAnon #ChildSexTrafficking #ThesePeopleAreEVIL #Pedovores #NoDACA #GreatAwakening #PedoGate #MURDER #PizzaGateIsREAL ",0
"Good, tired of obstruction and RINOs. #ShutItDown #BuildTheWall #NoDACA #NoAmensty #Opioidcrisis #Rapists #MS13 #Murders #AmericaFirst ",0
"@user @user Good grief. The only thing this guy is really good at is saying stupid, false things in #Narcissistic Long Winded speeches. #BuildThatWall #demlibidiots #nomoreobama#itsnotyoureconomystupid ",0
"@user Brazil is a sh*thole. This is the same place where they beheaded a referee during a soccer game, then proceeded to cut his body to pieces. IN THE STADIUM. This is a normal occurrence in Brazil, yet the Left says if we don't have open borders then we're ""racist."" #BuildThatWall ",0
"@user Perhaps, Cali will surprise everyone very soon. #BUILDTHATWALL and #Immigration are the #1 issues On Americans Minds Today?? ",0
"She's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her ? please, take a seat. ",0
@user Perro stop acting like I don't always chop u up Bitch ,0
"Left work to go to the dentist today and what did I find, some son of a bitch has scraped my car, no note nothing.… ",0
bitch i want those shoes so bad they are so nice ,0
@user @user @user He is a mean cunt ,0
"@user bitch, you lying to your damn self thinking you're ugly ",0
Congress has FAILED AMERICA consistently for years .It's sad. We elect and pay these pukes and they screw us constantly.#VoteRed #RedTsunami#VoteLiberalsOut ALL OF THEM.#SaveTheUSA#NoMuslims#MuslimBan #CloseTheBorders ALL OF THEM##DeportThemAll ,0
How did people respond to @user tweets today?Thursday 06 Sep 2018 16:01:21 UTCTop hashtags:#maga#retweet#buildthatwall#support45#treason#corruptionMost influential accounts:@adventuregirl@PalmerReport@WeSupport45@Free_Media_Hub@CodeOfPatriots ,0
1 whole year for nysc bitch I am mad. ,0
Pussy ass bitch cunt fuck I HATE YOU. ,0
bitch i got a whole alarm system and like 10 camera . ain't no sneakin out💀 ,0
"@user @user @user @user @user @user @user @user @user RT @user Please arrest/prosecute all Governors, Mayors, and members of #Congress who are violating any Federal Laws. #USA #Americans #Constitution #2A #1A #EndSanctuaryCities #EndDACA #NoAmnesty #EndGunControl #EndGunFreeZones #AmericaFirst #MAGA @user @user ",0
"@user No this is not some ""oh you're just jealous bc you didn't get tickets"" type shit. BITCH IM PISSED BC THE… ",0
#BuildThatWall @user Thank you for what you have accomplished! ,0
niggas be hoes talk just like a bitch & no you aint real scratch that off the list 🙃 ,0
How incompetent was Obama doesnt know were wall goes on the border not around. #BuildThatWall #BuildTheWall #obamalegacy #obamalibrary ,0
@user Christmas will be here before you know it!Order bricks now to avoid the rush this #LaborDay!Great Stocking Stuffers!Please visit this #LaborDayWeekend to order #RETWEET#LaborDayWeekend2018#BuildThatWall ,0
"idk why my icon isnt apoo cuz he is my number one fav, i think i just really love caesar's whole aesthetic  love this goth bitch ",0
".@RealJamesWoods So does Twitter have an objection with the term ""illegal"" or ""aliens"" or just the use together as in #IllegalAliens ",0
#BuildTheWallNow Before the Midterm elections @user @user @user @user #MAGA #MakeDCListen #NoAmnesty #NoDACAdeal #MandateEverify #EndChainMigration ,0
@user And you always been a bad bitch 😍😍 hutbyiu was wearing brand new uggs and toms every other day!! I was wearing shoes from 06 😂😘 ,0
@user Yall Ready to #BuildThatWall #LockHerUp #MAGA #RedWave #TrumpTrain .@NCGOP .@RealDonaldTrump .@POTUS .@MagaFirstNews .@PeterBoykin .@MagaOneRadioNet .@TheMagaNetwork ,0
@user Let's #BuildThatWall this #SundayMorning Visit #RETWEETBoycott #NFLSunday Join us @ #BoycottNFL ,0
@user bitch 😂 mm fuck it ,0
"That's call my bestfriend bitch! I'm so happy man! No kids, no drama,we got our own apartment and car! Hoe if we wa… ",0
This probably my favourite thing he's ever done...... a whole ass political monologue bitch ,0
Bitch I went from survey specialist to Therapeutic Preschool Specialist aye ,0
My boxers match my shoes bitch ,0
Some bitch told me I'm to in love with my truck and bike....  Bye bye cunt. ,0
@user @user BUILDTHATWALL ,0
This is NancyNancy called my pay raise #Crumbs.Nancy doesn't want to fund the #MILITARY.Nancy puts #IllegalAliens rights before citizen rights.Nancy wants to house the illegals before our homeless #veterans Don't be a Nancy.@Maga4Justice #Trump#WednesdayWisdom #MAGA ,0
"@user as I recall, wasn't one of Hillary's whoppers that Chelsea was nearby the WTC when it was hit; & she had to run for her life?#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder ",0
@user they couldn't deal with his hair. too vegas bitch. vegas whore teas were spilt. ,0
i'm saving money rn to fuckin buy those puma shoes bitch ,0
✨🌈: wasupppp dyke😂 I love you daddy lmaooo you my bitch and you cute and gay asffff smoke one before school hoe ! ,0
Im tired of these im a gangster ass hoes 😂😂 bitch you don't even know how to reload a gun and don't know where the safety at ,0
Ann Coulter To Those Who Say Trump Lacks Authority To Build Wall Pull Out Your Pocket Constitution via @user #BuildThatWall ,0
@user Dan my #vote was #changed 2x in #delawarehanded wrong card then pollster pulls lever in dem machine?One #GOP ONE FOR #DEMSIT#STINKSIN#DELAWARE#COONS#CARNEY#CROOKED #BIDEN PALS #WANTsanctuary here #noDaca too many #illegals voting today how many in #delaware? ,0
WE AS A NATION DESERVE A REASONABLE EXPECTATION OF SAFETY IN OUR OWN COUNTRY! VOTE REPUBLICAN #BuildThatWall #EndChainMigration #ENDVISALOTTERY #EVERIFY #ENDVOTERFRAUD ,0
@user @user @user must be so proud of her little spark of divinity. #WalkAway #LiberalismIsAMentalDisorder #DeportMS13 #StopDACA ,0
"@user @user @user @user @user @user ""Stop talking like a whore to me""    Quit being a bitch bro ",0
"Fake News: Iconic Crying Migrant Girl Never Separated from Mother, Says Father via @user @user @user ",0
#Promises KEPT? Trump might use #military to ( #BuildThatWall ) via @user ,0
First time I got my eyebrows done was like two weeks ago and ever since then I feel like a whole new bitch ,0
@user BITCH I JUST LOVE U AS A WHOLE U MY DUDE ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP ,0
@user @user @user @user Followed #NoAmnesty #EndDACA #DefundSanctuaryCities ,0
Its crazy how quickly they got all that garbage in the stands after that rain delay #NFLKickoff #EaglesNation #BuildThatWall #SteelerNation ,0
"2. ""Ya so the guys from yesterday who were harassing the lifeguards are  and theyrecalling *unnamed lifeguard* a cunt, bitch, etc...""... ",0
"Yes, #employers in America who hire #IllegalAliens should indeed be anxious and afraidwere coming for you too, now: #EVerify #U3 #U6 #jobs #work #IllegalImmigration ",0
@user @user Like he ever kept out any threats. He's lying as usual. #BuildThatWall ,0
"The Awakening has begun.#Immigrants#Toronto#TorontoShooting#IllegalAliens@infowars@PrisonPlanet@rebelmeFists fly, and so does a megaphone, as refugee crisis inflames politics in Toronto area ",0
@user @user @user @user Alr bro #AllLivesMatter #Maga #BuildThatWall ,0
@user The left can no longer be trusted. #LiberalismIsAMentalDisorder #GodBlessICE #MAGA #AmericaFirst #SendThemBack #BuildTheWall #DrainTheSwamp #walkaway @user ,0
"IF YOU HAVE TRIED TO GET W/ A GIRL YOU ARE NOT ALLOWED TO CALL HER DEMEANING NAMES LIKE ""slut, whore, etc"" SORRY BOUT YALL 🗣🗣🗣 ",0
bitch i really want to buy those puma x bts shoes.. its so cute ,0
@user And they are dead wrong. Migrant workers are eligible to come here on visas that allow them to work to do those jobs.#IllegalAliens need not apply ,0
@user That's AWESOME! it's time to #abortobamacare #ConfirmJudgeKavanaugh @user is doing EXACTLY what we hired him to do! Thanks @user #BuildThatWall #MAGA ,0
#StopTheInvasion! @user Use our Defense Budget NOW 2 Defend America! Don't wait on Mitch & Paul! #FridayFeeIing ,0
CANT PEOPLE HAVE NEW FRIENDS?! WHY DO YOU HAVE TO KEEP THOES PEOPLE ALL TO YOURSELF?! TF BITCH!! ,0
If it's called face time bitch I wanna see yo face the whole damn time 😂😂😂😂 ,0
"@user @user this or Boom Boom it. #Losers #idiots this is what a insane unhinged deranged Federal Judge got this officer , death!!! #BuildTheWall #DeportThemAll #protectAmericans#Thankyou @user ",0
Gavin is a whole ass bitch like nigga 😂😂😂😂 don't ever come for me and you haven't even hit puberty yet ,0
"#OnMyBlock we Kneel 4 the, we want 2 #EndChainMigration ,we say Merry Christmas,we dont believe in #ClimateChange,we cherish the #1stAmendment ,we support , we speak English, we love #Capitalism ,we believe marriage is between man & woman & we know there R but 2 Genders! ",0
"I'm ANTI, can't no gov't handle a commando. Your man DON'T want it, #TRUMP 'S a #BITCH, I'll make his whole brain go under!-@Eminem #Drop🎤 ",0
Sounds like an excellent idea. #BuildThatWall ,0
@user She looks like a bitch I'm in love ,0
I feel like such a bitch and cunt rn 😭 ,0
When a door closes go through a window. #BuildThatWall #MAGA via @user ,0
"@user Bitch ill keep tweeting at you , you shrimp dick ass hoe fuck you ",0
BITCH  BTS ALREADY BURNED THE WHOLE UNIVERSE WITH NOT TODAY WHAT DO U MEAN HOT BUT EVEN BETTER IS THERE ANYTHING LEFT TO BURN ,0
Nigga you look like slavery in the flesh oh Plymouth Rock landed on you bitch ass nigga ,0
"@user @user Now dude, you know Jack is going to crack down on we who use the term #IllegalAliens Its now been deemed #HateSpeech More suppression of #FreeSpeech ",0
A little food for thought!#NoDACA #NoAmnesty #NoChainMigration #BuildTheWall ,0
I want them and to fight you bc a bitch can't even buy those shoes in america ,0
Interesting that Dems say they support 1st Amendment; yet they are the only ones who SUPPRESS free speech by preventing opposing viewpoints (conservatives) speaking at universities. #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Morally compromising oneself can bring great wealth. Unfortunately it also destroys the soul.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #BuildThatWall #NationalReciprocity #1A #FreeJulian ,0
#buildThatWall#lockHerUp#RedWaveRising #Trump2024#MAGA#MACA(Christian Again)#CharlottesvilleGoodPeople ,0
@user Eric Lang and other #Yarrabee Farm owners need to be charged with the negligent homicide of #mollytibbetts @user @user @user @user @user @user #NoAmnesty #Deport #NoDaca ,0
"🌹🌹🌹🌹🌹🌹@LaurenJauregui BITCH I TWEETED YOU SO MANY TIMES STOP BEING A HOE , I LOVE YOU LMAO ",0
"@user Architects, engineers, nurses MA. #DeportThemAll or they fit in and contribute. #brexit ",0
"I recommend 78 yr old Mike Ditka to take NFL commissioner Goodell's place. Rules would be adhered to, fans would stream back, NFL would regain billions of $$ a year.THOUGHTS?#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA ",0
Nail salon playin sad ass MFn songs totally ruining my whole treat yo bad ass queen self attitude while I try to hold back lil bitch tears. ,0
"@user You are confused which Obama, Soros, the MSM want. It is the aforementioned NWO elites that are conning you. Do your research and learn the truth. Thank God Trump won!!!#MAGA #AMERICAFIRST #BuildTheWall #NoDACA #NoChainImmigration #NoAnchorBabies #NoSanctuaryCities ",0
@user bitch do it look like WE play ?! ,0
"I know I can be a cunty ass bitch,  but for real I'm actually joking 73% of the time :) ",0
@user @user Hey did you see How he was reading the same TelePrompTer (book of LIES) that Hussein-#Treason was reading back in 2008? #MAGA #WalkAway #LeaveDNC #VoteRed2018 #Trump2020 #TrumpPence2020 #WakeUp #NoJihad #NoDACA ,0
"@user @user Blah blah blah, them kids in cages where out there by #Obama the other viral pic was from a protest, u keep spreading the lies the #MSM keeps pushing! #LiberalismIsAMentalDisorder #BuildThatWallNow #SendThemBack ",0
@user @user It was like BHO released a cancer virus on the people of the U.S. intentionally.#InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #FireRosenstein #JimJordan4Speaker #2A #DefundPlannedParenthood #ChainDeportation #BuildThatWall #BoycottNetflix #NationalReciprocity ,0
@user @user Haha he's a right little bitch ,0
Another brilliant young artist has had his life snuffed out from ingesting poisonous substances. @user #BuildThatWall How many more? #OpioidEpidemic ,0
"Can we NOW discuss what @user @user @user were doing under Obama bc it looks like the country got increasingly more dangerous with every #IllegalImmigrant and unvetted 3rd World ""refugee"" he imported. ",0
"all these niggas that be friends stay in my DM.. bitch i am not a hoe, and no you will never fuck. y'all so damn annoying !!!!!! ",0
"Mayor Blames Little Girls For #refugee Rapes, Grandpa Makes Him Regret It - #refugees #RefugeesWelcome #IllegalAlien #BuildTheWall #BuildThatWall ",0
"Boy, bye😌 ""@diorwhore Delete his number and put a face mask on bitch it's recovery szn"" ",0
@user Bitch I'm scared lmao ,0
"Fuck @user yous a bitch, legalize weed hoe as nigga. ",0
@user @user @user Lol. WRONG! But it's fun that u think so. #WalkAwayFromDemocrats #DemocratsHateAmerica #DemocratsAreRacists #WatchDeathOfANation #TrumpForever #GodBlessPOTUSTrump #GodBlessFLOTUSMelania #GodBlessAmerica #KeepAmericaGreat #Trump2020 #Winning #BuildThatWall #USA #USA #USA #USA #USA ,0
LOL had to share! #IAmSpartacus #LiberalismIsAMentalDisorder #RedWaveRising2018 #BuildThatWall #KAG2018 #KAG2020 #KavanaughHearings ,0
"@user @user This will be great. Hope @user puts someone in charge who makes sure All $$$ goes toward construction costs. And he/she better get it going after day, Every million donated. #BuildThatWall ",0
"And if you ask me, you a bitch ass nigga if you let another hoe disrespect the mother of your kids 👐 ",0
@user I can't believe we live in times where butt hurt cunts looking for apologies are given a platform.  Life's not fair bitch ,0
How did people respond to @user tweets today?Friday 07 Sep 2018 16:00:26 UTCTop hashtags:#fridayfeeiing#buildthatwall#fridaymotivation#retweet#maga#nikeMost influential accounts:@adventuregirl@WeSupport45@DailyCaller@MichaelRapaport@LouiseMensch ,0
Bitch im watching Friends at my friend house and why they got phoebe carrying 3 triplets for her brother that seems weird ,0
You the whore; slinging your dick back and forth through every bitch ,0
"I am thrilled to see @user following our campaign -- 3 retweets in 2 days!Mr. President, I am going work WITH you to:- #BuildThatWall- Cut taxes even more - Bring back manufacturing - Fix our healthcare ",0
@user Feelgood story. Love hearing this. #BuildThatWall. ,0
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user so is working #IllegalAliens for pennies on the dollar, knowing they can't come forward about it because they are here illegally, that is why @user are more concerned about getting them here, and keeping them here,, unfair to illegals, unfair to #Citizens ",0
I tweeted Rachel Starr I loved her every day for like 4 whole years and we STILL ain't married. Like how much fuckin love you need bitch??? ,0
"@user Fuck your bitch ass. Soft ass muhfugga. LBJ going to LAL next year anyway, hoe. ",0
HER RESTING BITCH FACE IS GOALS ❤️@WhoreOfThe80s❤️ ,0
25 Straight Minutes Of Illegal Aliens Crossing Into US Though Arizona Ranch( #BuildThatWall ) via @user ,0
I heard that bitch stay on her shit. So you KNOW THE HOE LOYAL ,0
"If I call you a bitch or whore during sex don't be afraid to smack the shit outta me & flip me over talm bout ""NO NIGGA YOU THE BITCH HERE"" ",0
"@user @user The current #GOP #Congress doesn't care what #Americans think. Most want Obamacare, most support the Mueller investigation, they don't support the tax scam, most want #responsibleguncontrol, most don't want to #BuildThatWall. Stop voting for people that don't support you ",0
@user @user @user Exactly. If I wanted my johnson tugged Id show up at Kevin Spaceys pool party. We were told the #BuildThatWall money was embedded in the omnibus bill. Show us! ,0
@user @user @user let's go all the way #Trumptrain #BuildThatWall 389 ,0
#IllegalAliens are ILLEGAL ALIENS. Check the dictionary. #FakePoliticians are fake politicians #GlobalistEmpire are #RealTerrorist #AwakeUSA #WeThePeople ,0
BITCH. They ship TODAY if you order before 1pm + they have Afterpay and free samples. UP UR GAME HOES ,0
This dude is a whole bitch 😭 ,0
I hate when people line their shoes up around the room. Bitch you not USED to shit. Your ass need a closet ! 🙄 ,0
"Y'all: ""you a hoe""    Hoe me: ""that's hoe CULTURE to you bitch"" ",0
don't get all huffy n puffy w me when i ask you to wait 2 extra mins so u can buy ur shoes at my register i need my commission bitch ,0
Y’all dudes need to learn how to respect your girl don’t call her ya “hoe” or “bitch” cause that’s not what she is. She’s your queen. 😤💯 ,0
I got 99 problems and hayfever is the biggest bitch of them all the cunt ,0
I'm glad I have friends who call each other queens and goddesses not bitch or whore.     #goalsreached ,0
@user @user We'll see...never hear from that bitch until he dies. Just like you hoe. ,0
"My whole life I've heard, ""You're only 5'2'? I thought you were my height."" Lesson learned: Bitch-ass fools people.… ",0
"@user CAN YOU PLEASE JUST SHIP HIM BACK TO NEWARK so he can go get a job in a correct industry, hey Booker: unemployment+Welfare line is empty, no ones ahead of you yet. #MAGA #WalkAway #LeaveDNC #VoteRed2018 #Trump2020 #TrumpPence2020 #WakeUp #NoJihad #NoDACA ",0
Only $10 million to catch & deport 20 million #IllegalAliens ?? I think @user needs a lot more $$s to do their job ,0
"love a romantic date in mallorca , reminds me of Lauren's date she had in Palma city silly bitch I'm still jealous . Even if he was a cunt ",0
Life's a bitch because a slut would be too easy . ,0
"@user You a bitch mike snake ass hoe mike stfu before I steal your nvm you don't got one lmfao ""looking"" lma… ",0
"illegal entry into the US is a crime and the Democrats have set up welfare systems that reward them for breaking the law, entering illegally with benefits, welfare and voting rights #BuildTheWall now #StopImmigration until the laws get fitted ",0
"@user @user Bitch, I'm fun for the whole goddamned family ",0
@user Cunt boy got it fucked up. I handle shit and handled his bitch ass ,0
Scum bag piece of trash. #BUILDTHATWALL ,0
@user Told you then f_cking liberals are crazy and dangerous! #LiberalismIsAMentalDisorder #walkaway @user #Trump2020 #MAGA #AmericaFirst #RedRage #DrainTheSwamp #BuildTheWall #SendThemBack #BoycottHollywood #BoycottTheNFL #FakeNews #F_CKCHINA #F_ckRussia #F_ckIran #F_ckDNC @user ,0
"So you're saying I'm not allowed to say #IllegalAliens on Twitter and if I do, in fact, say Illegal Aliens on Twitter, then I could be banned or suspended? ",0
And on and it goes. #BUILDTHATWALL ,0
bitch do you ever not come for people ? you're comi... — I COME FOR WHOEVER COMES FOR ZAYN OR WHOEVER TREATS... ,0
Exactly Vote. #WalkAway #ConfirmJudgeKavanaugh #Conservatives #IRS #Military #DrainTheSwamp #Russiagate #FreeSpeech #IranianPeople #BackTheBlue #Benghazi #BrettKavanaugh #BuildThatWall #MAGA #Trump2020 #Patriots #tcot #TrumpSupporters #TrumpTrain ,0
"I propose a new word a day calendar for @user and his #BuildThatWall dumb ass followers.tunneltnl/noun1.an artificial underground passage, especially one built through a hill or under a building, road, or river. ",0
@user @user @user WHY is @user still there?Did we or did we NOT ask him to #StepDownPaulRyan!You SNAKE!#NOVISAS#NODACA#NOAmnesty#BuildThatDamnWall! ,0
"Bitch, I'm prolly gonna be depressed my whole life with how it's lookin LMFAOO ",0
Bitch told me I couldn't withstand the storm told that cunt I am the storm 😈 ,0
#DACA is an Executive Order written by Barack Hussein Obama. Trump has every right to undo this travesty. Decision Must be fast tracked to the Supreme Court ASAP! #EndDACAWhite House Ordered to Restart DACA ,0
this bitch mya a whole fan 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ,0
"I wish the word hoe/hoes/whore didn't exist, I really feel like those words have the sexually liberated ladies scared to be themselves ",0
DROP THAT UGLY SOUNDCLOUD BUM ASS NIGGA ALREADY LET HIS HOES LURK BITCH THEY AINT GOT SHIT ON YOU ,0
"@user saying ""Trump's a bitch, I'll make his whole brand go under!"" Back in February makes this video so much bet… ",0
"@user kwontinue.   Karma is Bitch, keep that in mind. ",0
@user you a bitch don't make another 2k them hoes be cheating bring 2k15 back fuck nigga ,0
Hey @user #DEMS use #Dreamers & #Muslims & #BlackLivesMatter (aka militant #NationOFislam extremist) & #NFL as insurgents for #Communist REVOLUTION: HALF of USA Muslims immigrated under #OBAMA=NO #DACA #Amnesty NO #DacaDEAL #NoDACA #BoycottNFL ,0
All these people slut shaming @user for having 3 baby daddies....like you people have only slept with 1 person ever! Bitch please! ,0
@user #IllegalAliens is accurate.#IllegalAliens is TRUTH.The Left must be stopped from changing our History and manipulating the Present with their insane madness via made up PC Crap. ,0
@user BITCH DID Y'ALL HEAR THAT HARMONY?!! Kim Seokjin came to remind you hoes what a vocal king sounds like ,0
@user You will serve our men and women in blue bitch ,0
British Museum sends ILLEGALLY OBTAINED Iraqi artifacts back to Iraq. When will they send the ILLEGALLY OBTAINED Elgin Marbles? @user @user @user #sendthemhome ,0
My mom think she is rational all the time when she says the cunt and bitch when yelling at a 8 year old and 13 year old ,0
"Oh no, not Jed ""I'm gonna rape this zombie bitch"" & ""Anime games are pedophilic trash"" Whitaker.    Whatever will gam… ",0
bitch im tired of these ghetto ass parents . if your want your kids shoes to flop off them then be my guest but dont bring them back ,0
@user @user @user do ya thang #Deport #BuildThatWall ,0
TRUMP: PENTAGON WILL BUILD WALL!Trump says he could use the MILITARY to build his wall if Congress won't fund it through Homeland Security's budget #BuildThatWall #BuildTheWall ,0
"@user happy bday chachi!!!! Keep being the bad bitch that you are, ready for party next year 💓💓💓 ",0
@user yOU BITCH PANSEXUALITY IS REAL CHOEK ,0
@user @user @user Expose the Corruption #DeclassifyFISA #MAGA #AmericaFirst #KAG #BuildThatWall ,0
"It was 30 MILLION DOLLAR JOKE THAT HAS MADE MUELLER AND WITCH HUNT LOOK LIKE NOTHING BUT A, a, a, ( let me just not started) #MAGA #WalkAway #LeaveDNC #VoteRed2018 #Trump2020 #TrumpPence2020 #WakeUp #NoJihad #NoDACA ",0
@user @user If he's being a little bitch then he needs to be treated like one. He's an absolute cunt. ,0
@user @user @user @user @user Wow! Attention whore and he stole Wes's Bitch… ,0
@user #MAGA #KAG 2020 USA!! USA!! USA!! USA!! #BUILDKATESWALL #NODACA #AmericaFirst Please remember the only reason the left the libtards the Democrats are so triggered and resistant is because their criminal murderous candidate didn't win that's it that's the only reason!!! ,0
Court Ruling Freed Iraqi Rapefugee Whos Now Charged With Attempted Murder Of Cop ,0
@user @user You got me with the bitch ass hoe comment!! 😂😂😭💀 ,0
"@user President Donald J. Trump. The greatest President in the history of the United States of America.Hes making America great again, AND trying to make it safe again. @user cares about the American people. Democrats care about Mexican citizens.#BuildThatWall #KAG2020 ",0
@user Please insist on wall funding now! Please do not let the speaker of the house and senate leader talk you into waiting to after the election for the funding. after the election you will be dealing with a lame duck congress.#BuildTheWall #BuildThatWall ,0
Kirk Douglas raped Natalie wood and this son of bitch get to live 100 while natalie wood is dead ,0
"#NoDACA #Noillegals #BuildTheWall Human trafficking earns profits $150 billion a year for traffickers, according to ILO report from 2014. $99 billion from commercial sexual exploitation$34 billion in construction, manufacturing, mining and utilities ",0
I'm so excited to get new glasses bc I'm a whole new bitch with new glasses ,0
@user BITCH ! i would write a whole thesis statement on why i hate ur crusty ass but omf i love u to death HAPPY BIRTHDAY WIFIE 😻 ,0
This little bitch who used to be the homie but ranked out for being a bitch is now dating my baby mama😂💀 shady shit haha you hoes nasty😂 ,0
"Lol if we're being honest I spent the whole day depressed as a bitch in my room, this is the only time I've felt ok today .. rn at 11pm ",0
@user calling me selfish bitch is ok   U knw what u r a jealous cunt   Mri life aur barbad na kro   Coz what I'm going thro is I knw ,0
i would jus like to say happy birthday to the baddest bitch out there. love u hoe! ,0
"@user RT @user The #USA has a major Debt problem and thus cannot afford big tax cuts for the wealthy, big Globalist Corporations, RINOs, & Wall Street. #USA #Americans #America #PJNET #EndDACA #NoAmnesty #Congress @user @user @user @user @user ",0
I might send this too my whole family cause they all believe kids got it easy. Bitch please ,0
@user Just received my copy of MAD POLITICSLooking forward to a Mad Politics weekend & your great perspective Dr. Gina!#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #DrainTheSwamp #LiberalismIsAMentalDisorder ,0
Then he shouldn't mind them right ? #BuildTheWall #BuildThatWall #MAGA #AmericaFirst #AlinskyWasAMaggot ,0
#BUILDTHATWALL#MAGA||||||||||||||||||||||||||||||| _| .) Trump is your President.| | ,0
"you a gay ass bitch who seeks attention, STOP! I knew ever since you gonna switch up on me... I guess you did FUCKING SNAKE ASS HOE! ",0
"I don't care who has something negative to say about me; whoever is invalid as fuck. I am a bomb ass bitch, and no… ",0
"If there are strength in numbers that will stop a hurricane force, let's send all Trump supporters to form a wall along the east coast. #BuildThatWall #HurricanefFlorence ",0
Daniela leaves to dr tomorrow for a whole month bitch ima b sad af ,0
. @user @user GENE TRUONO in Delaware is who we NEED in the Senate! He will be a strong ally for Our Big Beautiful Wall! #maga should support Gene for #DESenate and send him to Washington to back up our POTUS! #BuildThatWall @user ,0
"It's funny trying to be told what to do  I will wear what I want  Talk to whoever I want  Post whatever I want  & be whoever I want to be, bitch ",0
"Last time I visited Disneyland, I bumped into Obama.He was in Fantasyland.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder #FoxNews #NRA @user @user @user @user ",0
And I urge Mattis to reject the Dems demand.#BuildThatWall #BuildTheWallNow #BuildTheWall ,0
@user #illegalAliens That's what they are. Twitter is fasicst ,0
STAY THE HELL OUT OF THE WATER. #ARABIANSEA Stupid cunts. #nuclearban #solarban #PSE #MondayMotivation #plasticfree #horses #UN #China #India #Iran #WaterBan #NO #NoDeal #NoDACA #immigrationfraud #Mexico ,0
5. last time i cried bitch i cry every day i am a phoenix so when i cry someone else comes back 2 life thank me later ,0
I'd just like to know why this turned into a whole ass thread sksksksks bitch ,0
I'm the nicest fucking person but if you come at me calling me a slut and such for having an opinion I will be a bitch to you. Not sorry. ,0
if tha shoe fits.. put dat bitch on nd do sumn bout it if u dont like it ,0
"When I die, whoever speaks .... I need you to start off whatever you say with ""that was a bad bitch"" ",0
The Cubans never assimilated in Miami. Thats why I left. #ThirdWorldCountry #StopTheInvasion ,0
"If only American citizens are counted, congressional districts and electoral college votes would shift power away from the affluent, metropolitan coastal cities. #ElectionFraud #IllegalAliens #MAGA ",0
"I'm that person that is always down for shit, like if you were to text me and say ""hey we're headed to Cali for shoes"" down bitch, Lets go ",0
"@user The swamp yeah lol ""You from Baltimore bitch"" ",0
@user don't do too much before I expose you baby hoe Bitch 😂😂😘 ,0
what you want me to smack the bitch or clap back on Twitter? Captain Save a Hoe headass foh and @ me if you got som… ,0
my manager just asked me why i seem so depressed like bitch i been this way my whole life ,0
That's what they are - #IllegalAliens. Now Twitter wants to override US federal government legal designations? ,0
